0.0,1.5857049685755151,1.5289952613316893
0.0,3.2993563296553488,2.4955208568010483
0.0,5.682853499605128,3.990857874945095
0.0,3.5140860911399896,3.3598570946433988
0.0,4.517358566914575,3.7662624907832516
0.0,5.478663507468267,3.860300897382393
0.0,3.347337864437101,2.5260055072743466
0.0,1.9387565939891096,1.4836444070552524
4.315177445918484,0.0,1.652143010362224
5.4412186158330815,0.0,3.438705061684859
5.139409522091337,0.0,2.599701977402874
4.656070991209904,0.0,2.228196617383751
0.0,1.392902444076729,1.4082350764135991
0.0,4.874529258196106,3.7363518074513276
0.0,5.58098798666986,4.11734221700193
0.0,5.114184102828858,4.222161703496881
0.0,7.514925903605058,4.683587934538705
0.0,2.8698187351243667,2.7114209957633
0.0,3.3614496937274074,2.6732547127625614
0.0,1.4097062714341793,1.4108470917337992
5.579501104907381,0.0,3.080357093879284
7.675625781838569,0.0,4.108048918706605
6.305466808971115,0.0,4.226061687022162
3.7472435960220634,0.0,2.2035351337183453
0.0,1.6049760071112478,1.7549225824196255
0.0,2.13861786617277,2.1050905083826277
0.0,3.588021589152195,2.1168695739722834
0.0,4.302301578767524,3.516498389545883
0.0,5.3054698784872025,4.070322414886286
0.0,3.896024722829817,2.5576268301813743
0.0,2.747376284493296,2.567027679051813
0.0,1.6282699446935291,1.8451579157329019
3.2821043024181122,0.0,1.8788855203482542
6.59720058725155,0.0,3.4700486361931127
7.338397246143459,0.0,4.265925482178754
5.825549284822266,0.0,3.0905209941288954
